row_type,party_name,party_order,party_votes,party_percentage,opstillingsform,nomination_label,polling_label,polling_url,election_id,nomination_district_id,polling_district_id,label,votes,percentage
party_list_votes,Socialdemokratiet,0,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,71,
party,Radikale Venstre,1,27,"2,3%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Radikale Venstre,1,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,15,
party,Det Konservative Folkeparti,2,72,"6,1%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Det Konservative Folkeparti,2,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,36,
party,SF - Socialistisk Folkeparti,3,85,"7,2%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,SF - Socialistisk Folkeparti,3,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,50,
party,Borgernes Parti - Lars Boje Mathiesen,4,44,"3,7%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Borgernes Parti - Lars Boje Mathiesen,4,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,33,
party,Liberal Alliance,5,65,"5,5%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Liberal Alliance,5,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,43,
party,Moderaterne,6,63,"5,4%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Moderaterne,6,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,56,
party,Dansk Folkeparti,7,158,"13,4%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Dansk Folkeparti,7,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,99,
party,"Venstre, Danmarks Liberale Parti",8,136,"11,6%",Prioriteret sideordnet,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,"Venstre, Danmarks Liberale Parti",8,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,62,
party,Danmarksdemokraterne - Inger Støjberg,9,219,"18,6%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Danmarksdemokraterne - Inger Støjberg,9,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,50,
party,Enhedslisten - De Rød-Grønne,10,34,"2,9%",Partiliste,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Enhedslisten - De Rød-Grønne,10,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,14,
party,Alternativet,11,23,"2,0%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,,,
party_list_votes,Alternativet,11,,,,1. Frederikshavn,Læsø,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5afafe4e-5aad-43cc-927b-fc48b1c52002,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5afafe4e-5aad-43cc-927b-fc48b1c52002,Partistemmer,13,
party,Socialdemokratiet,0,281,"26,7%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Socialdemokratiet,0,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,77,
party,Radikale Venstre,1,22,"2,1%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Radikale Venstre,1,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,15,
party,Det Konservative Folkeparti,2,31,"2,9%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Det Konservative Folkeparti,2,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,13,
party,SF - Socialistisk Folkeparti,3,109,"10,4%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,SF - Socialistisk Folkeparti,3,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,37,
party,Borgernes Parti - Lars Boje Mathiesen,4,36,"3,4%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Borgernes Parti - Lars Boje Mathiesen,4,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,29,
party,Liberal Alliance,5,67,"6,4%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Liberal Alliance,5,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,38,
party,Moderaterne,6,51,"4,9%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Moderaterne,6,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,42,
party,Dansk Folkeparti,7,108,"10,3%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Dansk Folkeparti,7,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,73,
party,"Venstre, Danmarks Liberale Parti",8,130,"12,4%",Prioriteret sideordnet,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,"Venstre, Danmarks Liberale Parti",8,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,48,
party,Danmarksdemokraterne - Inger Støjberg,9,193,"18,4%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Danmarksdemokraterne - Inger Støjberg,9,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,73,
party,Enhedslisten - De Rød-Grønne,10,16,"1,5%",Partiliste,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Enhedslisten - De Rød-Grønne,10,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,14,
party,Alternativet,11,7,"0,7%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,,,
party_list_votes,Alternativet,11,,,,1. Frederikshavn,Ravnshøj,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,5d22e14c-8da7-43b1-8b47-ea2b9fb9ffe9,Partistemmer,6,
party,Socialdemokratiet,0,1461,"33,5%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,,,
party_list_votes,Socialdemokratiet,0,,,,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,Partistemmer,344,
party,Radikale Venstre,1,65,"1,5%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,,,
party_list_votes,Radikale Venstre,1,,,,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,Partistemmer,47,
party,Det Konservative Folkeparti,2,183,"4,2%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,,,
party_list_votes,Det Konservative Folkeparti,2,,,,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,Partistemmer,79,
party,SF - Socialistisk Folkeparti,3,276,"6,3%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,,,
party_list_votes,SF - Socialistisk Folkeparti,3,,,,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,Partistemmer,115,
party,Borgernes Parti - Lars Boje Mathiesen,4,108,"2,5%",Prioriteret sideordnet med valg på personlige stemmer,1. Frederikshavn,Skagen,https://valg.dk/fv/47b883ef-d0d3-4cb6-9da5-91963f0e9ba0/nomination-district/dffbbbde-119e-4941-8039-b474d5449501/polling-district/27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,47b883ef-d0d3-4cb6-9da5-91963f0e9ba0,dffbbbde-119e-4941-8039-b474d5449501,27914a89-5407-44fa-b4f8-5cdfa0f6c8bf,,,
