run_id,tiktok_handle,display_name,party_name,storkreds,account_type,video_id,upload_dato,beskrivelse,visninger,likes,kommentarer,shares,gemmer,video_url
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7621310879715347734,2026-03-25,"TAK <3333 Enhedslisten er blevet det største parti i København til folketingsvalget. For første gang nogensinde.  Selvom valgmatematikken ikke ville, at det blev omsat til flere mandater i vores storkreds, så blev det omsat til noget andet og meget v",465,61,2,5,4,https://www.tiktok.com/@mathildee.vintherr/video/7621310879715347734
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7620723834685066518,2026-03-24,"I radioen til snak om ulighed i magt og hvilken palaver det skaber, når vi vil lave en lillebitte skat på de ultra-rige 💸 God valgdag!  #dkpol  #folketingsvalg  @Enhedslisten HQ  @Rød-Grøn Ungdom ",491,27,2,2,2,https://www.tiktok.com/@mathildee.vintherr/video/7620723834685066518
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7620548625269132566,2026-03-23,"Vi burde alle have de samme borgerrettigheder, når vi lever, studerer, bor og arbejder side om side.  Stem i morgen, for alle dem, der ikke kan.  For alle dem, der ikke har statsborgerskab. Stem antiracistisk.  ❤️ #dkpol  #folketingsvalg  #antiracist",461,31,4,2,3,https://www.tiktok.com/@mathildee.vintherr/video/7620548625269132566
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7620183263973231894,2026-03-22,"Jeg har taget en snak med kloge Dina om, hvordan man kan blive meget god til sprog, når man lærer de sprog godt som ens forældre taler.  Modersmålsundervisning er noget af det, der har størst effekt, hvis vi vil fremme børn med flere sprogs mulighede",4848,273,2,13,10,https://www.tiktok.com/@mathildee.vintherr/video/7620183263973231894
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7619259678400187670,2026-03-20,"Mere carbonara til småfolket! 🍝 Tænk hvis alle børn kunne få god, grøn og gratis mad i landets skoler og daginstitutioner.  Det ville være godt for børnene og lette trykket på pressede forældres pengepung og hverdag.  Det ville skabe mere lighed 🍅Og ",967,43,2,0,2,https://www.tiktok.com/@mathildee.vintherr/video/7619259678400187670
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7617848215710272790,2026-03-16,"Hvis vi skal tillade os, at kalde Danmark for et demokrati, skal vi have reel lighed for loven. Alle mennesker, der bor her, skal have de samme grundlæggende rettigheder.  Det betyder, at der skal være meget kortere vej til at få statsborgerskab.  De",7545,245,8,37,8,https://www.tiktok.com/@mathildee.vintherr/video/7617848215710272790
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7617106267785399574,2026-03-14,"Jeg har talt med et af de klogere mennesker jeg kender om, hvordan vi laver skoler, hvor alle kan få hjælp.  #skole #dkpol  @Enhedslisten HQ  @Danske Skoleelever ",7083,304,10,13,19,https://www.tiktok.com/@mathildee.vintherr/video/7617106267785399574
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7616611701101743382,2026-03-13,"Jeg elsker den forskel, jeg kan mærke at mine kollegaer og jeg gør for børnene hver eneste dag. Men jeg drømmer også om at give dem en bedre fremtid, med en mere retfærdig verden, hvor det er lettere at få statsborgerskab, så unge, der har levet hele",655,55,6,3,4,https://www.tiktok.com/@mathildee.vintherr/video/7616611701101743382
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7616406633090125079,2026-03-12,Folkeskolelærer i Folketinget eller ej?  #dkpol  #skole  #lærer ,915,67,3,0,3,https://www.tiktok.com/@mathildee.vintherr/video/7616406633090125079
20260330_193550_a14bfb,mathildee.vintherr,Mathilde Vinther,Enhedslisten - De Rød-Grønne,Københavns Storkreds,kandidat,7615920473695833366,2026-03-11,"Altid klar til kamp for en retfærdig flygtningepolitik.  Det var uretmæssigheden af Irakkrigen og billeder af flygtninge, som havde søgt kirkeasyl, men blev smidt ud af landet, som fik mig til at blive aktiv hos Enhedslisten, da jeg var ung teenager.",1372,78,2,0,1,https://www.tiktok.com/@mathildee.vintherr/video/7615920473695833366
