run_id,tiktok_handle,display_name,party_name,storkreds,account_type,video_id,upload_dato,beskrivelse,visninger,likes,kommentarer,shares,gemmer,video_url
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7605310634925837590,2026-02-10,"Vi bliver nødt til at langt større fokus på talblindhed, så vi kan hjælpe de børn der har brug for det #fyp ",75600,3803,95,926,461,https://www.tiktok.com/@mathiassikora/video/7605310634925837590
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7620498484600245526,2026-03-23,Jeg kæmper for bedre forhold for studerende i praktik. #fyp #FV26 #folketingsvalget ,972,29,1,0,1,https://www.tiktok.com/@mathiassikora/video/7620498484600245526
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7620457248543755542,2026-03-23,Hvorfor handler debatten om integration i Danmark altid kun om hvordan vi kan gør det mere nederen? Hvad med at vi talte om gode integrations indsatser der virker?#fyp #FV26 #folketingsvalget #dkpol ,78800,6332,78,347,327,https://www.tiktok.com/@mathiassikora/video/7620457248543755542
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7620399706362973463,2026-03-23,Valgkampen er i sin slutspurt. Jeg har i dag givet kaffe til de studerende i uniparken,590,13,0,0,1,https://www.tiktok.com/@mathiassikora/video/7620399706362973463
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7619801790229253398,2026-03-21,"Snakken om inklusion i folkeskolen kan være virkelig svær, men den er også virkelig vigtig🏫",786,27,1,0,3,https://www.tiktok.com/@mathiassikora/video/7619801790229253398
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7619711284493356311,2026-03-21,Kloden brænder for RADIKALE løsninger💚,528,16,1,1,2,https://www.tiktok.com/@mathiassikora/video/7619711284493356311
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7619364173033786627,2026-03-20,Mangler du et godt krus? Så se med her #fyp #FV26 #dkpol #folketingsvalget ,434,6,1,0,0,https://www.tiktok.com/@mathiassikora/video/7619364173033786627
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7619319305678867715,2026-03-20,Mit hjerte banker for vores uddannelser #fyp #FV26 #dkpol #folketingsvalget ,714,29,0,0,0,https://www.tiktok.com/@mathiassikora/video/7619319305678867715
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7619075312000814358,2026-03-19,"Husk, at du stadig kan nå at brevstemme!",3734,36,2,3,2,https://www.tiktok.com/@mathiassikora/video/7619075312000814358
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7618353327855783190,2026-03-17,Statsborgerskabsreglerne i Danmark er blevet alt for stramme #fyp #FV26 #dkpol,4728,346,20,4,15,https://www.tiktok.com/@mathiassikora/video/7618353327855783190
20260330_193550_a14bfb,mathiassikora,Mathias Sikora,Radikale Venstre,Østjyllands Storkreds,kandidat,7617465324199365910,2026-03-15,Det Danmark DF repræsenterer er ikke det Danmark jeg er stolt af at komme fra #fyp #folketingsvalget #fv26 ,812,54,0,1,5,https://www.tiktok.com/@mathiassikora/video/7617465324199365910
