row_type,party_name,party_order,party_votes,party_percentage,opstillingsform,nomination_label,polling_label,polling_url,election_id,nomination_district_id,polling_district_id,label,votes,percentage
party,Liberal Alliance,5,467,"+344 +6,0%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Liberal Alliance,5,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,351,
party,KD - Kristendemokraterne,6,42,"-66 -1,1%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,KD - Kristendemokraterne,6,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,31,
party,Moderaterne,7,536,"+536 +9,3%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Moderaterne,7,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,388,
party,Dansk Folkeparti,8,149,"-527 -9,1%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Dansk Folkeparti,8,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,51,
party,Frie Grønne,9,13,"+13 +0,2%",Partiliste,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Frie Grønne,9,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,11,
party,"Venstre, Danmarks Liberale Parti",10,884,"-648 -11,1%",Prioriteret sideordnet,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,"Venstre, Danmarks Liberale Parti",10,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,402,
party,Danmarksdemokraterne,11,506,"+506 +8,8%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Danmarksdemokraterne,11,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,402,
party,Enhedslisten - De Rød-Grønne,12,162,"-131 -2,2%",Partiliste,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Enhedslisten - De Rød-Grønne,12,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,112,
party,Alternativet,13,112,"0 +0,0%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party_list_votes,Alternativet,13,,,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,Partistemmer,79,
party,Uden for parti,14,,- -,,Aabenraakredsen,Aabenraa Midt,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/af8dc050-1974-40aa-9fc0-01a0831dae84,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,af8dc050-1974-40aa-9fc0-01a0831dae84,,,
party,Socialdemokratiet,0,646,"+113 +4,5%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Socialdemokratiet,0,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,292,
party,Radikale Venstre,1,46,"-68 -4,2%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Radikale Venstre,1,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,22,
party,Det Konservative Folkeparti,2,71,"-6 -0,6%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Det Konservative Folkeparti,2,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,43,
party,Nye Borgerlige,3,117,"+48 +2,5%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Nye Borgerlige,3,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,38,
party,SF - Socialistisk Folkeparti,4,114,"+10 +0,2%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,SF - Socialistisk Folkeparti,4,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,50,
party,Liberal Alliance,5,97,"+68 +3,7%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Liberal Alliance,5,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,71,
party,KD - Kristendemokraterne,6,8,"-16 -1,0%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,KD - Kristendemokraterne,6,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,5,
party,Moderaterne,7,140,"+140 +7,9%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Moderaterne,7,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,100,
party,Dansk Folkeparti,8,66,"-134 -8,3%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Dansk Folkeparti,8,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,16,
party,Frie Grønne,9,15,"+15 +0,8%",Partiliste,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Frie Grønne,9,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,10,
party,"Venstre, Danmarks Liberale Parti",10,224,"-136 -9,0%",Prioriteret sideordnet,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,"Venstre, Danmarks Liberale Parti",10,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,99,
party,Danmarksdemokraterne,11,162,"+162 +9,1%",Prioriteret sideordnet med valg på personlige stemmer,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
party_list_votes,Danmarksdemokraterne,11,,,,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,Partistemmer,126,
party,Enhedslisten - De Rød-Grønne,12,45,"-25 -1,7%",Partiliste,Aabenraakredsen,Aabenraa Nord,https://valg.dk/fv/987875fe-0dae-42ac-be5b-62cf0bd5d65e/nomination-district/60dd49b8-262c-4a88-9b06-3eee46af1bfa/polling-district/f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,987875fe-0dae-42ac-be5b-62cf0bd5d65e,60dd49b8-262c-4a88-9b06-3eee46af1bfa,f1616c48-2c13-49f6-8d7b-bfb3ca0d5d0a,,,
