candidate_name,party_name,storkreds,query_used,search_engine,query_phase,result_title,result_snippet,profile_url,profile_handle,handle_score,name_score,party_score,context_score,total_score,status
Bianca Vitting,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Bianca Vitting"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""Clara Turms""",ddg,1,Enhedslisten Per Clausen | TikTok,4.5M posts. Discover videos related to Enhedslisten Per Clausen on TikTok.,https://www.tiktok.com/discover/enhedslisten-per-clausen,,0,0,15,0,15,manual_review
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Clara Turms"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@claraturms""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40claraturms%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Clara Turms"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@clara.turms""",ddg,3,Алина Замковенко Мастер Шеф | TikTok,Смотрите видео на тему «Алина Замковенко Мастер Шеф» в TikTok.,https://www.tiktok.com/discover/алина-замковенко-мастер-шеф,,0,0,0,0,0,no_match
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Clara Turms"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Clara Turms,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Clara Turms"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""Caroline Lochow""",ddg,1,Folketingsvalg | TikTok,"183 Likes, 9 Comments. TikTok video from Caroline Lochow (@cheetoline): “jeg foreslår en rød regering snart yay #enhedslisten #ftv #rgu #fyp #folketing”.",https://www.tiktok.com/discover/folketingsvalg,,0,25,15,5,45,possible_match
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Caroline Lochow"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@carolinelochow""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40carolinelochow%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Caroline Lochow"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@caroline.lochow""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40caroline.lochow%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Caroline Lochow"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Caroline Lochow,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Caroline Lochow"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Brian Køster""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7551280761865866497&location=0&aid=1988,,0,0,0,0,0,no_match
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Brian Køster""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7551502207523310904&location=0&aid=1988,,0,0,0,0,0,no_match
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Brian Køster""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7421149983627431173&location=0&aid=1988,,0,0,0,0,0,no_match
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Brian Køster""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7193363226824953093&location=0&aid=1988,,0,0,0,0,0,no_match
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Brian Køster""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7551023375943027998&location=0&aid=1988,,0,0,0,0,0,no_match
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"""Brian Køster"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@briankster""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40briankster%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"""Brian Køster"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@briankoster""",ddg,3,briankoster (@briankoster) | TikTok,briankoster ( @briankoster ) on TikTok | Watch the latest video from briankoster ( @briankoster ).,https://www.tiktok.com/@briankoster,briankoster,53,25,8,0,86,high_confidence
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@briankoster""",ddg,3,Video's van Brian Koster (@ briankoster 5) met original sound... | TikTok,briankoster 5. Brian Koster · 2022-8-29. Volgen.,https://www.tiktok.com/@briankoster5,briankoster5,34,25,8,0,67,possible_match
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@briankoster""",ddg,3,Brianna Koster | TikTok,"briankoster 5. 132 Likes, 7 Comments. TikTok video from KAREN ZALDIVAR (@briannaorel) briankoster 5. Brian Koster.",https://www.tiktok.com/discover/brianna-koster,,0,25,8,0,33,manual_review
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"""Brian Køster"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Brian Køster,Radikale Venstre,Københavns Omegns Storkreds,"""Brian Køster"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Kashif Ahmad""",ddg,1,Kashif Ahmad (@ kashif . ahmad 0106) | TikTok,#StellaSora #StellaSoraHolyNightSpirit created by Kashif Ahmad with Kashif Ahmad ’s original sound. 94.,https://www.tiktok.com/@kashif.ahmad0106,kashif.ahmad0106,35,25,8,0,68,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Kashif Ahmad""",ddg,1,Kashif Ahmad (@ kashif . ahmad 790) | TikTok,created by Kashif Ahmad with JADO NAGRI KA BADSHAH’s original sound. 117. Explore more:,https://www.tiktok.com/@kashif.ahmad790,kashif.ahmad790,35,25,8,0,68,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Kashif Ahmad""",ddg,1,Mian Kashif Ahmad (@miankashifahmad) | TikTok,Mian Kashif Ahmad (@miankashifahmad) on TikTok | 773.1K Likes. 20.6K Followers. I make videos insta#iammiankashifahmad YouTube#...,https://www.tiktok.com/@miankashifahmad,miankashifahmad,18,25,8,0,51,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Kashif Ahmad""",ddg,1,Kashif Ahmad (@kashifahmad560) | TikTok,Kashif Ahmad (@kashifahmad560) on TikTok | 45.4K Likes. 1807 Followers. cricket.Watch the latest video from Kashif Ahmad (@kashifahmad560).,https://www.tiktok.com/@kashifahmad560,kashifahmad560,35,25,0,0,60,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Kashif Ahmad""",ddg,1,Kashif Ahmad (@kashifahmad713) | TikTok,Kashif Ahmad (@kashifahmad713) on TikTok | 26K Likes. 1065 Followers. I Love Cricket .Watch the latest video from Kashif Ahmad (@kashifahmad713).,https://www.tiktok.com/@kashifahmad713,kashifahmad713,35,25,0,0,60,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"""Kashif Ahmad"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashifahmad""",ddg,2,Zaid Wood Works (@ kashifahmad 3344) | TikTok,Manufacturing wooden Door pvc Door fancy kitchen wardrobe pvc wallpanel selling.Watch the latest video from Zaid Wood Works (@ kashifahmad 3344).,https://www.tiktok.com/@kashifahmad3344,kashifahmad3344,35,25,8,0,68,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashifahmad""",ddg,2,kashifahmad 9480 (@ kashifahmad 9480) | TikTok,Watch the latest video from kashifahmad 9480 (@ kashifahmad 9480).,https://www.tiktok.com/@kashifahmad9480,kashifahmad9480,35,25,0,0,60,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashifahmad""",ddg,2,Kashif khan (@ kashifahmad 9988) | TikTok,Belgium dog name Jackie and totally trained by myself knowing Pushto language.Watch the latest video from Kashif khan (@ kashifahmad 9988).,https://www.tiktok.com/@kashifahmad9988,kashifahmad9988,35,25,8,0,68,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"""Kashif Ahmad"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashif.ahmad""",ddg,3,Discover videos related to Kashif Ahmed on TikTok.,"TikTok video from Kashif Ahmed (@kashifahmed2526): ""Ramazan Ki Pheli Raat Ki Fazilat #foryou... Ahmad Kashif 688. 1048 followers • 1478 videos. kaashahmed.",https://www.tiktok.com/discover/Kashif-Ahmed,,0,25,0,0,25,manual_review
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashif.ahmad""",ddg,3,Kashif (@ kashif 649 ahmad )’s videos with original sound... | TikTok,Kashif · 5-15. Follow. more. original sound - Kashif .,https://www.tiktok.com/@kashif649ahmad,kashif649ahmad,18,25,0,0,43,manual_review
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashif.ahmad""",ddg,3,The Rise and Fall of Mujahid Hussain Shah | TikTok,TikTok video from Ahmad Kashif (@ ahmad .kashif193): “Explore the inspiring yet tragic journey of Mujahid Hussain Shah from millionaire to beggar.,https://www.tiktok.com/@ahmad.kashif193,ahmad.kashif193,18,25,8,0,51,possible_match
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@kashif.ahmad""",ddg,3,Ahmad Shahzad About Babar Azam ko Bachana hai... | TikTok,Kashif __177 · 9h ago. Follow. Ek Bar Dobara Pak aawam Ki Dua ki jarurat hai semi final ke liye qualify kar #pakistani #foryou #babarazam #foryoupage # kashif __1775.,https://www.tiktok.com/@kashif__1775,kashif__1775,0,25,8,0,33,manual_review
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"""Kashif Ahmad"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kashif Ahmad,Radikale Venstre,Københavns Omegns Storkreds,"""Kashif Ahmad"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Christina Falkberg""",ddg,1,christina (@workoutsbychristina) | TikTok TikTok TikTok TikTok TikTok TikTok TikTok,"christina (@workoutsbychristina) on TikTok | 25.2M Likes. 944.7K Followers. 🇳🇱🇷🇴 founder VOX Activewear TRAIN & GROW WITH ME:Watch christina 's popular videos: ""lock in szn "", ""abs need weights too...",https://www.tiktok.com/@workoutsbychristina,workoutsbychristina,0,12,8,0,20,manual_review
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Christina Falkberg""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7536420876145806597&location=0&aid=1988,,0,0,0,0,0,no_match
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Christina Falkberg""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7163039684497558790&location=0&aid=1988,,0,0,0,0,0,no_match
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Christina Falkberg""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7497768619913268487&location=0&aid=1988,,0,0,0,0,0,no_match
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Christina Falkberg""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7546627862825078034&location=0&aid=1988,,0,0,0,0,0,no_match
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@christinafalkberg""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"""Christina Falkberg"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@christina.falkberg""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40christina.falkberg%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"""Christina Falkberg"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Christina Falkberg,Radikale Venstre,Københavns Omegns Storkreds,"""Christina Falkberg"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""Emil Viskum""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Emil+Viskum%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Emil Viskum"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@emilviskum""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40emilviskum%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Emil Viskum"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"site:tiktok.com ""@emil.viskum""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40emil.viskum%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Emil Viskum"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Emil Viskum,Enhedslisten - De Rød-Grønne,Københavns Omegns Storkreds,"""Emil Viskum"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Esat Senturk""",ddg,1,Бишкек Турнир По Футболу 1 Июня Академия Чемпион | TikTok,TikTok video from user6575302442991 (@futbol_ esat _ senturk _01)...,https://www.tiktok.com/discover/бишкек-турнир-по-футболу-1-июня-академия-чемпион,,0,25,8,0,33,manual_review
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Esat Senturk""",ddg,1,24 marta veya şimdi oyunu kullan! | TikTok,"45 Likes, TikTok video from EsatSenturk (@esatsenturkrv): “24 marta veya şimdi oyunu kullan!”. original lyd - EsatSenturk .",https://www.tiktok.com/@esatsenturkrv,esatsenturkrv,35,25,0,0,60,possible_match
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"""Esat Senturk"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@esatsenturk""",ddg,2,TikTok'ta servet şenturk ile ilgili videoları keşfedin.,servetyenitürk. 1 gönderi. esatsenturk . semihşenturk.,https://www.tiktok.com/discover/servet-şenturk,,0,25,0,0,25,manual_review
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@esatsenturk""",ddg,2,Lars Løkke Valgkamp | TikTok,"TikTok video from EsatSenturk (@esatsenturkrv): “Lidt sjov midt i valgkampen Valgkampen er i fuld gang, og mine plakater hænger rundt omkring i Høje-Taastrup Kommune.",https://www.tiktok.com/discover/lars-løkke-valgkamp,,0,25,0,0,25,manual_review
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@esatsenturk""",ddg,2,Esat Sert | TikTok,#Viceborgmester til #folketinget # EsatSenturk #radikale. esatsenturkrv. EsatSenturk .,https://www.tiktok.com/discover/esat-sert,,0,25,8,5,38,manual_review
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"""Esat Senturk"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@esat.senturk""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40esat.senturk%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"""Esat Senturk"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Esat Senturk,Radikale Venstre,Københavns Omegns Storkreds,"""Esat Senturk"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Charlotte Lund""",ddg,1,Charlotte Lund Svend (@charlottelundsven) | TikTok,219. #copenhagen #copenhagenstyle #copenhagentiktok #streetmarked #fleamarketfinds laget av Charlotte Lund Svend med Bleed av Malcolm Todd & Omar Apollo. 1542.,https://www.tiktok.com/@charlottelundsven,charlottelundsven,35,25,0,0,60,possible_match
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Charlotte Lund""",ddg,1,Charlotte Lund Morgan (@charlotteelizabethcolour) | TikTok,Charlotte Lund Morgan (@charlotteelizabethcolour) on TikTok | 3061 Likes. 69 Followers.,https://www.tiktok.com/@charlotteelizabethcolour,charlotteelizabethcolour,0,25,0,0,25,manual_review
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Charlotte Lund""",ddg,1,36.1M posts. Discover videos related to Charlottenlund Us on TikTok.,"Find inspiration til lækre måltider. #slagterlund #danskfrokost. friske råvarer til hverdagsmad, Slagter Lund brunch inspiration, dansk frokost opskrifter, delikatesse Charlotte Lund ...",https://www.tiktok.com/discover/Charlottenlund-us,,0,25,0,0,25,manual_review
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Charlotte Lund""",ddg,1,Charlotte Lund (@charlottelund0) | TikTok,Charlotte Lund (@charlottelund0) on TikTok | Watch the latest video from Charlotte Lund (@charlottelund0).,https://www.tiktok.com/@charlottelund0,charlottelund0,35,25,0,0,60,possible_match
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Charlotte Lund""",ddg,1,Dyeing Hair Dilemma: Living Life to the Fullest | TikTok,"508 Likes, TikTok video from Charlotte(@ charlotte _. lund ): “Join me in a chaotic day as I face the consequences of dyeing my hair impulsively and the rush to clean up before the estate...",https://www.tiktok.com/@charlotte_.lund,charlotte_.lund,55,25,0,0,80,high_confidence
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"""Charlotte Lund"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Charlotte Lund,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"""Charlotte Lund"" tiktok enhedslisten",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Zohair Ali""",ddg,1,Zõhâìr ãlì (@zohairali088) | TikTok,Zõhâìr ãlì (@zohairali088) on TikTok | 78.3K Likes. 2031 Followers..Watch the latest video from Zõhâìr ãlì (@zohairali088).,https://www.tiktok.com/@zohairali088,zohairali088,35,25,0,0,60,possible_match
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Zohair Ali""",ddg,1,31.6M posts. Discover videos related to Zohair on TikTok.,"TikTok video from zoHair (@zohair51214): “08 jmadi ul sani status bibi zainab a,s104 Likes, TikTok video from zohair ali (@qurashig47): “#”. 13 Rajab Qaseeda - Lal Shah Official. 403.",https://www.tiktok.com/discover/zohair,,0,25,8,0,33,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Zohair Ali""",ddg,1,Zouhair Allali｜Recherche TikTok,Zouhair El Ali. 11 abonnés • 0 vidéos. zohair _ ali . 14.3K vues. zouhairlakhial.,https://www.tiktok.com/discover/Zouhair-Allali,,0,25,8,0,33,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""Zohair Ali""",ddg,1,Babar Azam Fans Unite: Celebrate Pakistan's Cricket Star | TikTok,...@Saad Abdullah Jutt @ Zohair Ali @Junaid 360 @dawood jutt @Awais jutt @Zain Ali @Shahzaib Ahmad @𝙕𝙤ح.,https://www.tiktok.com/@as.brand360,as.brand360,0,25,8,0,33,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"""Zohair Ali"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@zohairali""",ddg,2,zohairali 639 (@ zohairali 639) TikTok | Watch zohairali 639's Newest...,zohairali 639 (@ zohairali 639) on TikTok | 15.8K Likes. 2.8K Followers. Watch the latest video from zohairali 639 (@ zohairali 639).,https://www.tiktok.com/@zohairali639,zohairali639,35,25,0,0,60,possible_match
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@zohairali""",ddg,2,Discover videos related to Zohra Ali on TikTok.,zohairali . 10.3K views. zohraaali.,https://www.tiktok.com/discover/Zohra-Ali,,0,25,0,0,25,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@zohairali""",ddg,2,Смотрите видео на тему «zohairhaidari» в TikTok (тикток).,zohairali . 12K просм. zohairzaidi.,https://www.tiktok.com/discover/zohairhaidari?lang=ru-RU,,0,25,0,0,25,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"""Zohair Ali"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@zohair.ali""",ddg,3,عطاء حسین (لعل بیگ خیل) (@attahussain572) | TikTok,@Mumtaz Khan @Zameer khan @ ZoHaiR __ Ali _639_ created by عطاء حسین (لعل بیگ خیل) with Achi Khan Musa Khelvi’s original sound.,https://www.tiktok.com/@attahussain572,attahussain572,0,25,8,0,33,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@zohair.ali""",ddg,3,دعا عہد کی طاقت اور امام زمانہ کی مددگاریاں | TikTok,Khan pathan @ ALI Khan @Abid Syed @Ahtisham Bangish @ ZOHAIR KAZMI @Zeeshan Haider Mir @ Zohair 555 @Zeeshan Haider 313 @zeeshan Haider.,https://www.tiktok.com/@khalili7587,khalili7587,18,25,8,0,51,possible_match
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"site:tiktok.com ""@zohair.ali""",ddg,3,Exploring the BTS Experience on a Plane | TikTok,Join Zohair Hassan and Ali Hamza as they embark on a BTS adventure in the sky. Watch as they take their fandom to new heights!#BTS #ZohairHassan05 #AliHamza #Music.,https://www.tiktok.com/@zohairhassan05,zohairhassan05,0,25,8,0,33,manual_review
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"""Zohair Ali"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Zohair Ali,Radikale Venstre,Københavns Omegns Storkreds,"""Zohair Ali"" tiktok radikale venstre",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kim Larsen,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Kim Larsen""",ddg,1,Kim Larsen (@ kim _ larsen _dk) | TikTok,Kim Larsen (@ kim _ larsen _dk) в TikTok (тикток) |261.2K лайк.22.3K подписч. Kim Larsen fan profil.Смотрите новое видео пользователя Kim Larsen (@ kim _ larsen _dk).,https://www.tiktok.com/@kim_larsen_dk,kim_larsen_dk,35,25,0,0,60,possible_match
Kim Larsen,Enhedslisten - De Rød-Grønne,Københavns Storkreds,"site:tiktok.com ""Kim Larsen""",ddg,1,8.9M posts. Discover videos related to Kirk Larsen on TikTok.,TikTok video from Kim Larsen (@ kim _ larsen _dk): “ Kim Larsen fortæller om botox og silikone. #kimlarsen #fypdk #dansk #danmark #dcmedier #kimlarsen #kimlarsenhyldest #fyp”.,https://www.tiktok.com/discover/Kirk-Larsen,,0,25,0,0,25,manual_review
