candidate_name,party_name,storkreds,query_used,search_engine,query_phase,result_title,result_snippet,profile_url,profile_handle,handle_score,name_score,party_score,context_score,total_score,status
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""Morten Siig Henriksen""",ddg,2,arq - original sound | TikTok,...7536723798481997112|i might cosplay Uzi soon #fyp #cyncosplay #cynessamurderdrones #murderdronescyncosplay #glitchproductionsmurderdrones | morten - siig - henriksen |大胸...,https://www.tiktok.com/music/original-sound-7367759672939481899,,0,25,0,0,25,manual_review
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""Morten Siig Henriksen""",ddg,2,Cómo Quitar Los Emojis De Z Font | TikTok,...7500823160963550472|Essential Dog Grooming Tips for Perfect Leg Care|photo:7593494950512266518| morten - siig - henriksen |photo...,https://www.tiktok.com/discover/cómo-quitar-los-emojis-de-z-font,,0,25,0,0,25,manual_review
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""Morten Siig Henriksen""",ddg,2,Il Derby più Bello del Mondo: Milan vs Inter | TikTok,"Liang Anggang, Kota Banjar Baru, Kalimantan Selatan #cafe #banjarbaru |Olahraga Pacuan Kuda: Video Seru dan Lucu Kuda| morten siig henriksen |photo...",https://www.tiktok.com/@football.jou0,football.jou0,0,25,0,0,25,manual_review
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Morten Siig Henriksen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@mortensiighenriksen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40mortensiighenriksen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Morten Siig Henriksen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@mortenhenriksen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40mortenhenriksen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Morten Siig Henriksen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Morten Siig Henriksen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Morten Siig Henriksen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@kirstennormannandersen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40kirstennormannandersen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Kirsten Normann Andersen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""Kirsten Normann Andersen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Kirsten+Normann+Andersen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Kirsten Normann Andersen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@kirstennormannandersen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40kirstennormannandersen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Kirsten Normann Andersen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@kirstenandersen""",ddg,4,Kirsten Andersen (@ kirstenandersen 6) | TikTok,Kirsten Andersen (@ kirstenandersen 6) on TikTok | Watch the latest video from Kirsten Andersen (@ kirstenandersen 6).,https://www.tiktok.com/@kirstenandersen6,kirstenandersen6,34,16,0,0,50,possible_match
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@kirstenandersen""",ddg,4,Discover videos related to kirsenender on TikTok.,kirstenandersen 65. Kirsten Andersen655. 7 Followers.,https://www.tiktok.com/discover/kirsenender,,0,16,0,0,16,manual_review
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@kirstenandersen""",ddg,4,kirsten and erika coachella skylar｜Поиск в TikTok,kirstenandersen 8. Kirsten Andersen. 257 Подписчики.,https://www.tiktok.com/discover/kirsten-and-erika-coachella-skylar?lang=ru-RU,,0,16,0,0,16,manual_review
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Kirsten Normann Andersen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Kirsten Normann Andersen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Kirsten Normann Andersen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@pawhedegaardamdisen""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Paw Hedegaard Amdisen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""Paw Hedegaard Amdisen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Paw+Hedegaard+Amdisen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Paw Hedegaard Amdisen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@pawhedegaardamdisen""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Paw Hedegaard Amdisen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@pawamdisen""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Paw Hedegaard Amdisen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Paw Hedegaard Amdisen,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Paw Hedegaard Amdisen"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@sorenlahnsloth""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Søren Lahn Sloth"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""Søren Lahn Sloth""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22S%C3%B8ren+Lahn+Sloth%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Søren Lahn Sloth"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@srenlahnsloth""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40srenlahnsloth%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Søren Lahn Sloth"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"site:tiktok.com ""@sorenlahnsloth""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40sorenlahnsloth%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Søren Lahn Sloth"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Søren Lahn Sloth,SF - Socialistisk Folkeparti,Østjyllands Storkreds,"""Søren Lahn Sloth"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"site:tiktok.com ""@annakatrinelethrehn""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40annakatrinelethrehn%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"""Anna Katrine Leth Rehn"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"site:tiktok.com ""Anna Katrine Leth Rehn""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Anna+Katrine+Leth+Rehn%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"""Anna Katrine Leth Rehn"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"site:tiktok.com ""@annakatrinelethrehn""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40annakatrinelethrehn%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"""Anna Katrine Leth Rehn"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"site:tiktok.com ""@annarehn""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"""Anna Katrine Leth Rehn"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Anna Katrine Leth Rehn,SF - Socialistisk Folkeparti,Fyns Storkreds,"""Anna Katrine Leth Rehn"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"site:tiktok.com ""@cecilielouisebalbayholdt""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40cecilielouisebalbayholdt%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"""Cecilie Louise Balbay Holdt"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"site:tiktok.com ""Cecilie Louise Balbay Holdt""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Cecilie+Louise+Balbay+Holdt%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"""Cecilie Louise Balbay Holdt"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"site:tiktok.com ""@cecilielouisebalbayholdt""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"""Cecilie Louise Balbay Holdt"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"site:tiktok.com ""@cecilieholdt""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40cecilieholdt%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"""Cecilie Louise Balbay Holdt"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Cecilie Louise Balbay Holdt,SF - Socialistisk Folkeparti,Københavns Storkreds,"""Cecilie Louise Balbay Holdt"" tiktok sf",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""Lasse Oszadlik""",ddg,1,TikTok,"TikTok is a platform for creating and sharing short videos, offering entertainment and creative expression for users worldwide.",https://www.tiktok.com/api/img/?itemId=7547908690133732615&location=0&aid=1988,,0,0,8,0,8,manual_review
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""Lasse Oszadlik""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7349309015182036229&location=0&aid=1988,,0,0,8,0,8,manual_review
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""Lasse Oszadlik""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7530330628538109240&location=0&aid=1988,,0,0,8,0,8,manual_review
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""Lasse Oszadlik""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7550403883722460446&location=0&aid=1988,,0,0,8,0,8,manual_review
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""Lasse Oszadlik""",ddg,1,TikTok,TikTok,https://www.tiktok.com/api/img/?itemId=7054949520500739354&location=0&aid=1988,,0,0,8,0,8,manual_review
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"""Lasse Oszadlik"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""@lasseoszadlik""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40lasseoszadlik%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"""Lasse Oszadlik"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"site:tiktok.com ""@lasse.oszadlik""",ddg,0,,ERROR: Request timed out: ConnectTimeout('timed out'),,,0,0,0,0,0,search_error
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"""Lasse Oszadlik"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lasse Oszadlik,Moderaterne,Bornholms Storkreds,"""Lasse Oszadlik"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lars Aagaard,Moderaterne,Fyns Storkreds,"site:tiktok.com ""Lars Aagaard""",ddg,1,Discover videos related to Lars aagård on TikTok.,Users. lars . aagaard . Lars Aagaard -kirkeby. 6 Followers. larsaagaardkirkeb.,https://www.tiktok.com/discover/Lars-aagård,,0,25,8,0,33,manual_review
Lars Aagaard,Moderaterne,Fyns Storkreds,"site:tiktok.com ""Lars Aagaard""",ddg,1,O presidente Luiz Inácio Lula da Silva (PT) recebeu nesta... | TikTok,"A Rainha Mary foi acompanhada pelo ministro do Clima e Energia da Dinamarca, Lars Aagaard , e pela embaixadora dinamarquesa, Eva Bisgaard.",https://www.tiktok.com/@jovempannews,jovempannews,0,25,8,0,33,manual_review
Lars Aagaard,Moderaterne,Fyns Storkreds,"""Lars Aagaard"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lars Aagaard,Moderaterne,Fyns Storkreds,"""Lars Aagaard"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lars Aagaard,Moderaterne,Fyns Storkreds,"site:tiktok.com ""@lars.aagaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40lars.aagaard%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Lars Aagaard,Moderaterne,Fyns Storkreds,"""Lars Aagaard"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Lars Aagaard,Moderaterne,Fyns Storkreds,"""Lars Aagaard"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"site:tiktok.com ""@cocomettececiliekjaergaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40cocomettececiliekjaergaard%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"""Coco Mette Cecilie Kjærgaard"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"site:tiktok.com ""Coco Mette Cecilie Kjærgaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Coco+Mette+Cecilie+Kj%C3%A6rgaard%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"""Coco Mette Cecilie Kjærgaard"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"site:tiktok.com ""@cocomettececiliekjrgaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40cocomettececiliekjrgaard%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"""Coco Mette Cecilie Kjærgaard"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"site:tiktok.com ""@cocomettececiliekjaergaard""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40cocomettececiliekjaergaard%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"""Coco Mette Cecilie Kjærgaard"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Coco Mette Cecilie Kjærgaard,Alternativet,Sydjyllands Storkreds,"""Coco Mette Cecilie Kjærgaard"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@steffenhedegaardattermannbrinch""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40steffenhedegaardattermannbrinch%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"""Steffen Hedegaard Attermann Brinch"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""Steffen Hedegaard Attermann Brinch""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22Steffen+Hedegaard+Attermann+Brinch%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"""Steffen Hedegaard Attermann Brinch"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@steffenhedegaardattermannbrinch""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40steffenhedegaardattermannbrinch%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"""Steffen Hedegaard Attermann Brinch"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"site:tiktok.com ""@steffenbrinch""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40steffenbrinch%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"""Steffen Hedegaard Attermann Brinch"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Steffen Hedegaard Attermann Brinch,Alternativet,Østjyllands Storkreds,"""Steffen Hedegaard Attermann Brinch"" tiktok alternativet",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Andreas Lausen,Moderaterne,Fyns Storkreds,"site:tiktok.com ""Andreas Lausen""",ddg,1,Haji salaax (@hajisalaax)’s ... - TikTok,TikTok video from Haji salaax 🪓🐺🇩🇰 (@hajisalaax): “”. I dag fik vi besøg af Andreas Lausen fra MODERATERNE på tietgen handelsgymnasiumoriginal lyd - Haji salaax 🪓🐺🇩🇰.,https://www.tiktok.com/@hajisalaax,hajisalaax,0,25,15,0,40,manual_review
Andreas Lausen,Moderaterne,Fyns Storkreds,"""Andreas Lausen"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Andreas Lausen,Moderaterne,Fyns Storkreds,"site:tiktok.com ""@andreaslausen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40andreaslausen%22&engine=brave&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Andreas Lausen,Moderaterne,Fyns Storkreds,"""Andreas Lausen"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Andreas Lausen,Moderaterne,Fyns Storkreds,"site:tiktok.com ""@andreas.lausen""",ddg,0,,ERROR: Request timed out: RuntimeError('error sending request for url (https://leta.mullvad.net/search/__data.json?q=site%3Atiktok.com+%22%40andreas.lausen%22&engine=google&x-sveltekit-invalidated=001&country=us&lang=en): operation timed out\n\nCaused by:\n    operation timed out'),,,0,0,0,0,0,search_error
Andreas Lausen,Moderaterne,Fyns Storkreds,"""Andreas Lausen"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
Andreas Lausen,Moderaterne,Fyns Storkreds,"""Andreas Lausen"" tiktok moderaterne",google,0,,ERROR: rate limited,,,0,0,0,0,0,search_error
