candidate_key,candidate_name,party_name,storkreds,age_num,education,tiktok_exists,candidate_votes_total_2026,party_votes_total_2026,vote_share_of_party_total_2026,videos_last_7d,videos_last_14d,videos_last_30d,videos_last_90d,videos_total_2026,prior_vote_share_of_party_2022,prior_party_rank_2022
Frederik Grünfeld || Liberal Alliance || sjælland,Frederik Grünfeld,Liberal Alliance,sjælland,0.0,Gymnasial uddannelse,0,351,117371,0.002990517248724131,0.0,0.0,0.0,0.0,0.0,0.005986379613356766,20.0
Frederik Houmann Thuesen || Venstre || vestjylland,Frederik Houmann Thuesen,Venstre,vestjylland,0.0,Bachelor-/diplomuddannelse,1,2085,235636,0.008848393284557539,7.0,15.0,30.0,31.0,31.0,,
Frederik Klakk || Liberal Alliance || sydjylland,Frederik Klakk,Liberal Alliance,sydjylland,0.0,Bachelor-/diplomuddannelse,1,1738,117371,0.014807746376873333,4.0,8.0,11.0,11.0,11.0,,
Frederik Lau Petersen || Moderaterne || københavns omegn,Frederik Lau Petersen,Moderaterne,københavns omegn,0.0,Bachelor-/diplomuddannelse,1,225,100412,0.002240768035692945,8.0,17.0,20.0,20.0,20.0,,
Frederik Lundberg || Borgernes Parti - Lars Boje Mathiesen || københavns omegn,Frederik Lundberg,Borgernes Parti - Lars Boje Mathiesen,københavns omegn,0.0,Ikke oplyst,0,97,22238,0.004361903048835327,0.0,0.0,0.0,0.0,0.0,,
Frederik Max Krag || Liberal Alliance || sjælland,Frederik Max Krag,Liberal Alliance,sjælland,0.0,Ikke oplyst,0,26,117371,0.0002215197962017875,0.0,0.0,0.0,0.0,0.0,,
Frederik Rosberg || Radikale Venstre || københavn,Frederik Rosberg,Radikale Venstre,københavn,0.0,Kandidat-/masteruddannelse,0,838,100983,0.008298426467821316,0.0,0.0,0.0,0.0,0.0,,
Frederik Storm || Danmarksdemokraterne - Inger Støjberg || nordjylland,Frederik Storm,Danmarksdemokraterne - Inger Støjberg,nordjylland,0.0,Bachelor-/diplomuddannelse,0,354,75770,0.004672033786459021,0.0,0.0,0.0,0.0,0.0,,
Frederik Vad || Socialdemokratiet || sjælland,Frederik Vad,Socialdemokratiet,sjælland,0.0,Bachelor-/diplomuddannelse,1,6763,369428,0.01830667951535888,12.0,20.0,28.0,40.0,53.0,0.01426174025784508,27.0
Freja Brandhøj || Liberal Alliance || københavns omegn,Freja Brandhøj,Liberal Alliance,københavns omegn,0.0,Ikke oplyst,0,1566,117371,0.013342307725076894,0.0,0.0,0.0,0.0,0.0,,
Freja Eva Lockenwitz || Radikale Venstre || nordsjælland,Freja Eva Lockenwitz,Radikale Venstre,nordsjælland,0.0,Kandidat-/masteruddannelse,0,1009,100983,0.009991780794787242,0.0,0.0,0.0,0.0,0.0,,
Frida Bruun || Moderaterne || sydjylland,Frida Bruun,Moderaterne,sydjylland,0.0,Bachelor-/diplomuddannelse,0,3193,100412,0.03179898816874477,0.0,0.0,0.0,0.0,0.0,0.020333215410791597,6.0
Frida Qvist Kristensen || Moderaterne || sjælland,Frida Qvist Kristensen,Moderaterne,sjælland,0.0,Gymnasial uddannelse,0,214,100412,0.002131219376170179,0.0,0.0,0.0,0.0,0.0,,
Gabriel Aaen || Det Konservative Folkeparti || nordjylland,Gabriel Aaen,Det Konservative Folkeparti,nordjylland,0.0,Erhvervsuddannelse,0,48,133656,0.0003591309032142216,0.0,0.0,0.0,0.0,0.0,,
Gert Bjerregaard || Venstre || østjylland,Gert Bjerregaard,Venstre,østjylland,0.0,Erhvervsuddannelse,0,1114,235636,0.004727630752516593,0.0,0.0,0.0,0.0,0.0,,
Gert Bækgaard || Venstre || vestjylland,Gert Bækgaard,Venstre,vestjylland,0.0,Gymnasial uddannelse,0,156,235636,0.0006620380587007079,0.0,0.0,0.0,0.0,0.0,,
Gert Løfgren || Dansk Folkeparti || nordsjælland,Gert Løfgren,Dansk Folkeparti,nordsjælland,0.0,10. klasse,0,608,126849,0.004793100458024896,0.0,0.0,0.0,0.0,0.0,0.036520714706459845,8.0
Gitte Bjerremand Andersen || Moderaterne || sydjylland,Gitte Bjerremand Andersen,Moderaterne,sydjylland,0.0,Bachelor-/diplomuddannelse,0,609,100412,0.006065012149942238,0.0,0.0,0.0,0.0,0.0,,
Gitte Dreier Jacobsen || Alternativet || østjylland,Gitte Dreier Jacobsen,Alternativet,østjylland,0.0,Kandidat-/masteruddannelse,0,344,44532,0.007724782179107159,0.0,0.0,0.0,0.0,0.0,,
Gitte Eriksen || Det Konservative Folkeparti || sydjylland,Gitte Eriksen,Det Konservative Folkeparti,sydjylland,0.0,Erhvervsuddannelse,0,719,133656,0.005379481654396361,0.0,0.0,0.0,0.0,0.0,,
Gorm Hoff Lauridsen || Det Konservative Folkeparti || vestjylland,Gorm Hoff Lauridsen,Det Konservative Folkeparti,vestjylland,0.0,Bachelor-/diplomuddannelse,0,560,133656,0.004189860537499252,0.0,0.0,0.0,0.0,0.0,,
Gorm Simonsen || Radikale Venstre || nordjylland,Gorm Simonsen,Radikale Venstre,nordjylland,0.0,Kandidat-/masteruddannelse,0,66,100983,0.00065357535426755,0.0,0.0,0.0,0.0,0.0,,
Gunver Birgitte Nielsen || Det Konservative Folkeparti || sydjylland,Gunver Birgitte Nielsen,Det Konservative Folkeparti,sydjylland,0.0,Kandidat-/masteruddannelse,0,227,133656,0.0016983898964505896,0.0,0.0,0.0,0.0,0.0,,
Gunvor Wibroe || Socialdemokratiet || københavns omegn,Gunvor Wibroe,Socialdemokratiet,københavns omegn,0.0,Kandidat-/masteruddannelse,0,1712,369428,0.004634191236181339,0.0,0.0,0.0,0.0,0.0,0.005340435204777487,46.0
Gustav Wilde || Liberal Alliance || fyn,Gustav Wilde,Liberal Alliance,fyn,0.0,Ikke oplyst,0,118,117371,0.001005359075069651,0.0,0.0,0.0,0.0,0.0,,
HP Beck || Liberal Alliance || nordjylland,HP Beck,Liberal Alliance,nordjylland,0.0,Erhvervsuddannelse,0,992,117371,0.008451832224314353,0.0,0.0,0.0,0.0,0.0,0.010407513181019332,15.0
Halime Oguz || SF - Socialistisk Folkeparti || københavn,Halime Oguz,SF - Socialistisk Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,0,1567,180086,0.008701398220850039,0.0,0.0,0.0,0.0,0.0,0.016412193435122627,20.0
Hanne Bjørn || Liberal Alliance || københavns omegn,Hanne Bjørn,Liberal Alliance,københavns omegn,0.0,Erhvervsuddannelse,0,378,117371,0.003220557037087526,0.0,0.0,0.0,0.0,0.0,,
Hanne Frølund || Radikale Venstre || vestjylland,Hanne Frølund,Radikale Venstre,vestjylland,0.0,Bachelor-/diplomuddannelse,0,191,100983,0.0018914074646227584,0.0,0.0,0.0,0.0,0.0,,
Hanne K. Mortensen || Alternativet || østjylland,Hanne K. Mortensen,Alternativet,østjylland,0.0,Kandidat-/masteruddannelse,0,58,44532,0.0013024342046169047,0.0,0.0,0.0,0.0,0.0,,
Hanne Roed || Radikale Venstre || østjylland,Hanne Roed,Radikale Venstre,østjylland,0.0,Kandidat-/masteruddannelse,0,764,100983,0.007565629858491033,0.0,0.0,0.0,0.0,0.0,0.016787384026549744,15.0
Hans Andersen || Venstre || nordsjælland,Hans Andersen,Venstre,nordsjælland,0.0,Kandidat-/masteruddannelse,1,2664,235636,0.011305573002427472,0.0,0.0,0.0,0.0,0.0,0.02731381410886225,13.0
Hans Biering Fonsbøl || Alternativet || sydjylland,Hans Biering Fonsbøl,Alternativet,sydjylland,0.0,Kandidat-/masteruddannelse,0,51,44532,0.0011452438695769335,0.0,0.0,0.0,0.0,0.0,0.00444811134627112,20.0
Hans Blaaberg || Dansk Folkeparti || københavns omegn,Hans Blaaberg,Dansk Folkeparti,københavns omegn,0.0,Gymnasial uddannelse,0,739,126849,0.005825824405395391,0.0,0.0,0.0,0.0,0.0,,
Hans Jensen || Enhedslisten - De Rød-Grønne || nordjylland,Hans Jensen,Enhedslisten - De Rød-Grønne,nordjylland,0.0,Kandidat-/masteruddannelse,0,67,86659,0.0007731453167010928,0.0,0.0,0.0,0.0,0.0,,
Hans Jørgen Adamsen || Venstre || nordjylland,Hans Jørgen Adamsen,Venstre,nordjylland,0.0,Ikke oplyst,0,125,235636,0.0005304792137024903,0.0,0.0,0.0,0.0,0.0,,
Hans Kristian Skibby || Danmarksdemokraterne - Inger Støjberg || østjylland,Hans Kristian Skibby,Danmarksdemokraterne - Inger Støjberg,østjylland,0.0,Gymnasial uddannelse,0,1818,75770,0.023993665038933614,0.0,0.0,0.0,0.0,0.0,,
Hans Skou || Venstre || østjylland,Hans Skou,Venstre,østjylland,0.0,Gymnasial uddannelse,0,272,235636,0.0011543227690166188,0.0,0.0,0.0,0.0,0.0,,
Hediye Temiz || Radikale Venstre || nordsjælland,Hediye Temiz,Radikale Venstre,nordsjælland,0.0,Bachelor-/diplomuddannelse,1,899,100983,0.008902488537674658,8.0,14.0,24.0,26.0,29.0,,
Helena Artmann Andresen || Liberal Alliance || sydjylland,Helena Artmann Andresen,Liberal Alliance,sydjylland,0.0,Gymnasial uddannelse,1,2387,117371,0.020337221289756412,5.0,8.0,18.0,27.0,30.0,0.01569365114235501,10.0
Helena Hedegaard Udsen || Enhedslisten - De Rød-Grønne || sjælland,Helena Hedegaard Udsen,Enhedslisten - De Rød-Grønne,sjælland,0.0,Kandidat-/masteruddannelse,1,729,86659,0.008412282625001443,0.0,0.0,0.0,0.0,26.0,,
Helena Tjørnelund Christensen || Radikale Venstre || sjælland,Helena Tjørnelund Christensen,Radikale Venstre,sjælland,0.0,Kandidat-/masteruddannelse,0,502,100983,0.004971133755186517,0.0,0.0,0.0,0.0,0.0,,
Helene Brochmann || SF - Socialistisk Folkeparti || københavns omegn,Helene Brochmann,SF - Socialistisk Folkeparti,københavns omegn,0.0,Kandidat-/masteruddannelse,0,787,180086,0.004370134269182501,0.0,0.0,0.0,0.0,0.0,,
Helene Brydensholt || Alternativet || nordsjælland,Helene Brydensholt,Alternativet,nordsjælland,0.0,Kandidat-/masteruddannelse,0,1227,44532,0.027553220156292104,0.0,0.0,0.0,0.0,0.0,,
Helene Fagerhøj || Det Konservative Folkeparti || københavn,Helene Fagerhøj,Det Konservative Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,0,1841,133656,0.01377416651702879,0.0,0.0,0.0,0.0,0.0,,
Helene Hellesøe Appel || Enhedslisten - De Rød-Grønne || sydjylland,Helene Hellesøe Appel,Enhedslisten - De Rød-Grønne,sydjylland,0.0,Kandidat-/masteruddannelse,0,361,86659,0.0041657531243148435,0.0,0.0,0.0,0.0,0.0,0.007128691643887013,16.0
Helene Langager || Radikale Venstre || københavn,Helene Langager,Radikale Venstre,københavn,0.0,Bachelor-/diplomuddannelse,0,1198,100983,0.011863382945644317,0.0,0.0,0.0,0.0,0.0,,
Helene Lykke || Liberal Alliance || sydjylland,Helene Lykke,Liberal Alliance,sydjylland,0.0,Gymnasial uddannelse,1,351,117371,0.002990517248724131,4.0,9.0,15.0,15.0,15.0,,
Helge Bo Jensen || Enhedslisten - De Rød-Grønne || københavns omegn,Helge Bo Jensen,Enhedslisten - De Rød-Grønne,københavns omegn,0.0,Kandidat-/masteruddannelse,0,279,86659,0.0032195155725314164,0.0,0.0,0.0,0.0,0.0,0.006217505493916493,18.0
Helge K. Frandsen || Borgernes Parti - Lars Boje Mathiesen || vestjylland,Helge K. Frandsen,Borgernes Parti - Lars Boje Mathiesen,vestjylland,0.0,Erhvervsuddannelse,0,837,22238,0.037638276823455344,0.0,0.0,0.0,0.0,0.0,,
Helle Bonnesen || Det Konservative Folkeparti || københavn,Helle Bonnesen,Det Konservative Folkeparti,københavn,0.0,Kandidat-/masteruddannelse,0,2852,133656,0.021338361165978332,0.0,0.0,0.0,0.0,0.0,0.07211526003472313,4.0
Helle Jensen || Liberal Alliance || vestjylland,Helle Jensen,Liberal Alliance,vestjylland,0.0,Bachelor-/diplomuddannelse,0,1487,117371,0.012669228344309924,0.0,0.0,0.0,0.0,0.0,0.003295254833040422,24.0
Helle Munk Ravnborg || Enhedslisten - De Rød-Grønne || bornholm,Helle Munk Ravnborg,Enhedslisten - De Rød-Grønne,bornholm,0.0,Ph.d.-uddannelse,0,202,86659,0.0023309754324421007,0.0,0.0,0.0,0.0,0.0,,
Henning Bo Madsen || Enhedslisten - De Rød-Grønne || vestjylland,Henning Bo Madsen,Enhedslisten - De Rød-Grønne,vestjylland,0.0,Kandidat-/masteruddannelse,0,88,86659,0.0010154744458163608,0.0,0.0,0.0,0.0,0.0,,
Henning Jørgensen || SF - Socialistisk Folkeparti || nordjylland,Henning Jørgensen,SF - Socialistisk Folkeparti,nordjylland,0.0,Ikke oplyst,0,183,180086,0.0010161811578912297,0.0,0.0,0.0,0.0,0.0,0.0012102995158801936,39.0
Henning Lindberg || Enhedslisten - De Rød-Grønne || vestjylland,Henning Lindberg,Enhedslisten - De Rød-Grønne,vestjylland,0.0,Bachelor-/diplomuddannelse,0,108,86659,0.0012462640925928062,0.0,0.0,0.0,0.0,0.0,,
Henrik B. Dynesen || Liberal Alliance || sjælland,Henrik B. Dynesen,Liberal Alliance,sjælland,0.0,Kandidat-/masteruddannelse,0,75,117371,0.0006389994121205408,0.0,0.0,0.0,0.0,0.0,,
Henrik Brodersen || Dansk Folkeparti || sjælland,Henrik Brodersen,Dansk Folkeparti,sjælland,0.0,Erhvervsuddannelse,0,366,126849,0.0028853203415084077,0.0,0.0,0.0,0.0,0.0,,
Henrik Frandsen || Moderaterne || sydjylland,Henrik Frandsen,Moderaterne,sydjylland,0.0,Erhvervsuddannelse,0,4471,100412,0.0445265506114807,0.0,0.0,0.0,0.0,0.0,0.10454675628779839,2.0
Henrik Jacobsen || Det Konservative Folkeparti || sjælland,Henrik Jacobsen,Det Konservative Folkeparti,sjælland,0.0,Kandidat-/masteruddannelse,0,219,133656,0.001638534745914886,0.0,0.0,0.0,0.0,0.0,,
Henrik Møller || Socialdemokratiet || nordsjælland,Henrik Møller,Socialdemokratiet,nordsjælland,0.0,Gymnasial uddannelse,0,2781,369428,0.007527853871390365,0.0,0.0,0.0,0.0,0.0,0.011837076034551464,32.0
Henrik Rejnholt Andersen || Venstre || østjylland,Henrik Rejnholt Andersen,Venstre,østjylland,0.0,Erhvervsuddannelse,0,354,235636,0.0015023171332054525,0.0,0.0,0.0,0.0,0.0,,
Holly Marie Turner || Enhedslisten - De Rød-Grønne || sydjylland,Holly Marie Turner,Enhedslisten - De Rød-Grønne,sydjylland,0.0,Gymnasial uddannelse,1,226,86659,0.0026079230085738355,2.0,3.0,9.0,9.0,9.0,,
Ib Poulsen || Borgernes Parti - Lars Boje Mathiesen || nordjylland,Ib Poulsen,Borgernes Parti - Lars Boje Mathiesen,nordjylland,0.0,Kandidat-/masteruddannelse,0,372,22238,0.01672812303264682,0.0,0.0,0.0,0.0,0.0,,
Iben Forum Jeppesen || Liberal Alliance || vestjylland,Iben Forum Jeppesen,Liberal Alliance,vestjylland,0.0,Ikke oplyst,0,81,117371,0.0006901193650901841,0.0,0.0,0.0,0.0,0.0,,
Iben Krog || Venstre || sjælland,Iben Krog,Venstre,sjælland,0.0,Kandidat-/masteruddannelse,1,3796,235636,0.016109592761717226,6.0,7.0,16.0,16.0,20.0,0.017780066539730723,18.0
Ibrahim Benli || Enhedslisten - De Rød-Grønne || københavns omegn,Ibrahim Benli,Enhedslisten - De Rød-Grønne,københavns omegn,0.0,Kandidat-/masteruddannelse,1,2740,86659,0.03161818160837305,3.0,6.0,7.0,7.0,7.0,,
Ida Auken || Socialdemokratiet || københavn,Ida Auken,Socialdemokratiet,københavn,0.0,Kandidat-/masteruddannelse,1,11286,369428,0.03054993124505993,5.0,9.0,21.0,26.0,32.0,0.02772367808092317,8.0
Ida Dyhr || Det Konservative Folkeparti || sjælland,Ida Dyhr,Det Konservative Folkeparti,sjælland,0.0,Kandidat-/masteruddannelse,0,1572,133656,0.011761537080265757,0.0,0.0,0.0,0.0,0.0,,
Ina Juul Jensen || SF - Socialistisk Folkeparti || sydjylland,Ina Juul Jensen,SF - Socialistisk Folkeparti,sydjylland,0.0,Ikke oplyst,0,868,180086,0.004819919371855669,0.0,0.0,0.0,0.0,0.0,,
Inger Støjberg || Danmarksdemokraterne - Inger Støjberg || nordjylland,Inger Støjberg,Danmarksdemokraterne - Inger Støjberg,nordjylland,0.0,Kandidat-/masteruddannelse,1,29995,75770,0.3958690774712947,4.0,15.0,27.0,27.0,27.0,,
Ingrid Heintz || Alternativet || nordsjælland,Ingrid Heintz,Alternativet,nordsjælland,0.0,Kandidat-/masteruddannelse,0,50,44532,0.0011227881074283661,0.0,0.0,0.0,0.0,0.0,,
Isabel Havndrup Aackmann || Radikale Venstre || københavns omegn,Isabel Havndrup Aackmann,Radikale Venstre,københavns omegn,0.0,Kandidat-/masteruddannelse,1,533,100983,0.005278116118554608,5.0,8.0,17.0,19.0,44.0,,
Isabella Apelroth || Alternativet || sjælland,Isabella Apelroth,Alternativet,sjælland,0.0,Ikke oplyst,0,45,44532,0.0010105092966855296,0.0,0.0,0.0,0.0,0.0,,
Isabella Arendt || Det Konservative Folkeparti || københavns omegn,Isabella Arendt,Det Konservative Folkeparti,københavns omegn,0.0,Bachelor-/diplomuddannelse,0,2132,133656,0.01595139761776501,0.0,0.0,0.0,0.0,0.0,,
Jacob Abildgaard || Enhedslisten - De Rød-Grønne || vestjylland,Jacob Abildgaard,Enhedslisten - De Rød-Grønne,vestjylland,0.0,Ikke oplyst,0,49,86659,0.0005654346346022917,0.0,0.0,0.0,0.0,0.0,,
Jacob Antvorskov || Alternativet || sjælland,Jacob Antvorskov,Alternativet,sjælland,0.0,Bachelor-/diplomuddannelse,0,295,44532,0.00662444983382736,0.0,0.0,0.0,0.0,0.0,,
Jacob Bentsen || Dansk Folkeparti || sjælland,Jacob Bentsen,Dansk Folkeparti,sjælland,0.0,Kandidat-/masteruddannelse,0,104,126849,0.0008198724467674164,0.0,0.0,0.0,0.0,0.0,,
Jacob Harris || Borgernes Parti - Lars Boje Mathiesen || sjælland,Jacob Harris,Borgernes Parti - Lars Boje Mathiesen,sjælland,0.0,Erhvervsuddannelse,1,2307,22238,0.10374134364601133,6.0,6.0,6.0,8.0,8.0,,
Jacob Holm || Alternativet || fyn,Jacob Holm,Alternativet,fyn,0.0,Seminaruddannelse,0,119,44532,0.002672235695679511,0.0,0.0,0.0,0.0,0.0,,
Jacob Jensen || Venstre || sjælland,Jacob Jensen,Venstre,sjælland,0.0,Kandidat-/masteruddannelse,0,4265,235636,0.01809995077152897,0.0,0.0,0.0,0.0,0.0,0.03928012413522066,8.0
Jacob Mark || SF - Socialistisk Folkeparti || nordsjælland,Jacob Mark,SF - Socialistisk Folkeparti,nordsjælland,0.0,Bachelor-/diplomuddannelse,0,12139,180086,0.06740668347345158,0.0,0.0,0.0,0.0,0.0,,
Jacob Robsøe || Radikale Venstre || nordjylland,Jacob Robsøe,Radikale Venstre,nordjylland,0.0,Kandidat-/masteruddannelse,0,677,100983,0.006704098709683809,0.0,0.0,0.0,0.0,0.0,,
Jacob Skjærris || Det Konservative Folkeparti || østjylland,Jacob Skjærris,Det Konservative Folkeparti,østjylland,0.0,Kandidat-/masteruddannelse,0,350,133656,0.002618662835937032,0.0,0.0,0.0,0.0,0.0,,
Jacob Stryhn || Det Konservative Folkeparti || sjælland,Jacob Stryhn,Det Konservative Folkeparti,sjælland,0.0,Erhvervsuddannelse,0,596,133656,0.004459208714909918,0.0,0.0,0.0,0.0,0.0,0.016350962659687492,20.0
Jacqueline Kristensen || Liberal Alliance || københavns omegn,Jacqueline Kristensen,Liberal Alliance,københavns omegn,0.0,Seminaruddannelse,0,169,117371,0.0014398786753116188,0.0,0.0,0.0,0.0,0.0,,
Jakob Engel-Schmidt || Moderaterne || københavn,Jakob Engel-Schmidt,Moderaterne,københavn,0.0,Kandidat-/masteruddannelse,1,8132,100412,0.08098633629446679,0.0,0.0,0.0,0.0,0.0,,
Jakob Jensen || Enhedslisten - De Rød-Grønne || østjylland,Jakob Jensen,Enhedslisten - De Rød-Grønne,østjylland,0.0,Erhvervsuddannelse,0,274,86659,0.0031618181608373047,0.0,0.0,0.0,0.0,0.0,,
Jakob Larsen || Radikale Venstre || fyn,Jakob Larsen,Radikale Venstre,fyn,0.0,Kandidat-/masteruddannelse,1,1176,100983,0.0116455244942218,3.0,12.0,15.0,17.0,18.0,,
Jakob Ravn Karlsen || Alternativet || københavn,Jakob Ravn Karlsen,Alternativet,københavn,0.0,Bachelor-/diplomuddannelse,0,107,44532,0.0024027665498967034,0.0,0.0,0.0,0.0,0.0,,
Jakob Venø Heiwald || Danmarksdemokraterne - Inger Støjberg || sydjylland,Jakob Venø Heiwald,Danmarksdemokraterne - Inger Støjberg,sydjylland,0.0,Erhvervsuddannelse,0,439,75770,0.005793849808631384,0.0,0.0,0.0,0.0,0.0,,
Jan Carlsen || Moderaterne || sjælland,Jan Carlsen,Moderaterne,sjælland,0.0,Ikke oplyst,0,187,100412,0.0018623272118870255,0.0,0.0,0.0,0.0,0.0,0.005458129074644969,10.0
Jan E. Jørgensen || Venstre || københavn,Jan E. Jørgensen,Venstre,københavn,0.0,Kandidat-/masteruddannelse,0,3538,235636,0.015014683664635285,0.0,0.0,0.0,0.0,0.0,0.02893326376701608,12.0
Jan Herskov || Dansk Folkeparti || sjælland,Jan Herskov,Dansk Folkeparti,sjælland,0.0,Erhvervsuddannelse,0,460,126849,0.0036263588991635723,0.0,0.0,0.0,0.0,0.0,0.02199096799528765,12.0
Jan Kristoffersen || Alternativet || københavn,Jan Kristoffersen,Alternativet,københavn,0.0,Ikke oplyst,1,554,44532,0.012440492230306296,7.0,14.0,29.0,29.0,29.0,0.026939771137496862,6.0
Jan Køpke Christensen || Borgernes Parti - Lars Boje Mathiesen || sydjylland,Jan Køpke Christensen,Borgernes Parti - Lars Boje Mathiesen,sydjylland,0.0,Gymnasial uddannelse,0,507,22238,0.022798812842881554,0.0,0.0,0.0,0.0,0.0,,
Jan Schumann || Alternativet || københavn,Jan Schumann,Alternativet,københavn,0.0,Ikke oplyst,1,58,44532,0.0013024342046169047,0.0,0.0,0.0,0.0,0.0,0.0018653370161782114,24.0
Jan Werner Mathiasen || Radikale Venstre || fyn,Jan Werner Mathiasen,Radikale Venstre,fyn,0.0,Kandidat-/masteruddannelse,0,1155,100983,0.011437568699682125,0.0,0.0,0.0,0.0,0.0,0.01107046825416051,19.0
Jane Christensen || Det Konservative Folkeparti || sjælland,Jane Christensen,Det Konservative Folkeparti,sjælland,0.0,Ikke oplyst,0,445,133656,0.0033294427485485124,0.0,0.0,0.0,0.0,0.0,,
Jannie Boysen Westergaard || Det Konservative Folkeparti || sydjylland,Jannie Boysen Westergaard,Det Konservative Folkeparti,sydjylland,0.0,Bachelor-/diplomuddannelse,0,954,133656,0.007137726701382654,0.0,0.0,0.0,0.0,0.0,,
Jarl Feyling || Socialdemokratiet || københavn,Jarl Feyling,Socialdemokratiet,københavn,0.0,Ikke oplyst,1,72,369428,0.00019489589311043017,0.0,0.0,0.0,0.0,7.0,0.0007436759481166757,51.0
Jarl Matthiesen || Venstre || vestjylland,Jarl Matthiesen,Venstre,vestjylland,0.0,Kandidat-/masteruddannelse,0,240,235636,0.0010185200903087813,0.0,0.0,0.0,0.0,0.0,0.0004336601595056274,37.0
Jeanne Bergmansen || SF - Socialistisk Folkeparti || sjælland,Jeanne Bergmansen,SF - Socialistisk Folkeparti,sjælland,0.0,Kandidat-/masteruddannelse,1,659,180086,0.003659362748908855,0.0,1.0,1.0,1.0,11.0,,
Jens Anton Tingstrøm || Socialdemokratiet || københavns omegn,Jens Anton Tingstrøm,Socialdemokratiet,københavns omegn,0.0,Bachelor-/diplomuddannelse,0,1373,369428,0.003716556406119731,0.0,0.0,0.0,0.0,0.0,,
Jens Frost || Radikale Venstre || københavns omegn,Jens Frost,Radikale Venstre,københavns omegn,0.0,Kandidat-/masteruddannelse,0,235,100983,0.0023271243674677917,0.0,0.0,0.0,0.0,0.0,,
Jens Henrik W. Thulesen Dahl || Danmarksdemokraterne - Inger Støjberg || fyn,Jens Henrik W. Thulesen Dahl,Danmarksdemokraterne - Inger Støjberg,fyn,0.0,Kandidat-/masteruddannelse,0,1447,75770,0.01909726804804012,0.0,0.0,0.0,0.0,0.0,,
Jens Kannegaard Lundager || Dansk Folkeparti || østjylland,Jens Kannegaard Lundager,Dansk Folkeparti,østjylland,0.0,Gymnasial uddannelse,0,516,126849,0.004067828678192181,0.0,0.0,0.0,0.0,0.0,,
Jens Langer Schou || Det Konservative Folkeparti || sydjylland,Jens Langer Schou,Det Konservative Folkeparti,sydjylland,0.0,Gymnasial uddannelse,0,144,133656,0.0010773927096426647,0.0,0.0,0.0,0.0,0.0,,
Jens Meilvang || Liberal Alliance || østjylland,Jens Meilvang,Liberal Alliance,østjylland,0.0,Bachelor-/diplomuddannelse,1,2385,117371,0.0203201813054332,1.0,2.0,11.0,16.0,16.0,0.022545035149384884,9.0
Jens Skov || SF - Socialistisk Folkeparti || nordsjælland,Jens Skov,SF - Socialistisk Folkeparti,nordsjælland,0.0,Kandidat-/masteruddannelse,0,327,180086,0.0018157991181990826,0.0,0.0,0.0,0.0,0.0,0.004668298132680747,35.0
Jeppe Bruus || Socialdemokratiet || fyn,Jeppe Bruus,Socialdemokratiet,fyn,0.0,Ikke oplyst,0,5501,369428,0.014890587611117728,0.0,0.0,0.0,0.0,0.0,,
Jeppe Fransson || Radikale Venstre || sjælland,Jeppe Fransson,Radikale Venstre,sjælland,0.0,Kandidat-/masteruddannelse,0,223,100983,0.0022082924848736917,0.0,0.0,0.0,0.0,0.0,,
Jeppe Trolle || Radikale Venstre || sjælland,Jeppe Trolle,Radikale Venstre,sjælland,0.0,Kandidat-/masteruddannelse,0,244,100983,0.0024162482794133668,0.0,0.0,0.0,0.0,0.0,0.007727525980475279,22.0
Jeppe von Berg || Moderaterne || vestjylland,Jeppe von Berg,Moderaterne,vestjylland,0.0,Bachelor-/diplomuddannelse,0,408,100412,0.004063259371389873,0.0,0.0,0.0,0.0,0.0,,
Jes Halfdan || Borgernes Parti - Lars Boje Mathiesen || vestjylland,Jes Halfdan,Borgernes Parti - Lars Boje Mathiesen,vestjylland,0.0,Kandidat-/masteruddannelse,0,729,22238,0.03278172497526756,0.0,0.0,0.0,0.0,0.0,,
Jesper Bierbaum || Venstre || sydjylland,Jesper Bierbaum,Venstre,sydjylland,0.0,Kandidat-/masteruddannelse,1,958,235636,0.004065592693815886,12.0,22.0,29.0,29.0,29.0,,
Jesper Callesen || Alternativet || københavns omegn,Jesper Callesen,Alternativet,københavns omegn,0.0,Kandidat-/masteruddannelse,0,48,44532,0.0010778765831312314,0.0,0.0,0.0,0.0,0.0,0.004914445600315672,19.0
Jesper Hartøft || SF - Socialistisk Folkeparti || sjælland,Jesper Hartøft,SF - Socialistisk Folkeparti,sjælland,0.0,Bachelor-/diplomuddannelse,0,551,180086,0.003059649278677965,0.0,0.0,0.0,0.0,0.0,,
Jesper Kiel || Enhedslisten - De Rød-Grønne || fyn,Jesper Kiel,Enhedslisten - De Rød-Grønne,fyn,0.0,Erhvervsuddannelse,0,780,86659,0.009000796224281378,0.0,0.0,0.0,0.0,0.0,,
Jesper Petersen || Socialdemokratiet || sydjylland,Jesper Petersen,Socialdemokratiet,sydjylland,0.0,Bachelor-/diplomuddannelse,0,6188,369428,0.01675021925787975,0.0,0.0,0.0,0.0,0.0,0.024417828017219607,11.0
Jette Juul || Dansk Folkeparti || nordsjælland,Jette Juul,Dansk Folkeparti,nordsjælland,0.0,Erhvervsuddannelse,0,405,126849,0.003192772509046189,0.0,0.0,0.0,0.0,0.0,,
