tiktok_handle,display_name,party_name,storkreds,account_type,video_id,upload_dato,beskrivelse,visninger,likes,kommentarer,shares,gemmer,video_url
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7611140175699217686,2026-02-26,"🚨 BREAKING: DER ER UDSKREVET FOLKETINGSVALG 🚨 Her er mine mærkesager: 👉 Billigere offentlig transport, så du ikke skal betale 24 kroner for at rejse ét stop 👉 Op med SU’en, så du ikke behøves stresse over både eksamenslæsning og om, det hedder pasta-",11400,399,42,23,15,https://www.tiktok.com/@sadekalamood/video/7611140175699217686
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7620124061313535254,2026-03-22,Op med SU’en 👆👆 #fyp #dkpol #politik #studying #studie ,7670,207,8,6,7,https://www.tiktok.com/@sadekalamood/video/7620124061313535254
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7620088073619115286,2026-03-22,Kan du ikke bare købe noget i Indre By? #fyp #dansktiktok #dkpol #politik #danskhumor ,8005,347,3,15,8,https://www.tiktok.com/@sadekalamood/video/7620088073619115286
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7620059084821105942,2026-03-22,Hvad vil jeg kæmpe for inde på Borgen?                         #dkpolitik #dkpol #politik #fyp #studerende ,5689,261,4,12,8,https://www.tiktok.com/@sadekalamood/video/7620059084821105942
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7619774318423100694,2026-03-21,"KBH’s overborgmester ved godt, hvor krydset skal sættes ✍️ #fyp #dkpolitik #dkpol #politik #socialisme ",10100,346,3,13,10,https://www.tiktok.com/@sadekalamood/video/7619774318423100694
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7619347748810165526,2026-03-20,Husk at takke LA når huslejen bliver dyrere… #dkpol #dkpolitik #politik #fyp #socialisme ,6748,429,10,31,13,https://www.tiktok.com/@sadekalamood/video/7619347748810165526
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7619026836143508758,2026-03-19,@Kira Marie Peter-Hansen og jeg gennemgår de værste blå argumenter… #dkpol #politik #fyp #socialisme #studerende ,3410,172,1,10,5,https://www.tiktok.com/@sadekalamood/video/7619026836143508758
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7618635509933313303,2026-03-18,Formueskat rammer IKKE iværksættere #dkpolitik #dkpol #socialisme #politik #fyp ,69900,3725,47,168,182,https://www.tiktok.com/@sadekalamood/video/7618635509933313303
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7618269114892717334,2026-03-17,Kan man flytte ud uden hjælp hjemmefra? #ung #fyp #socialisme #dkpol #politik ,7135,312,7,16,17,https://www.tiktok.com/@sadekalamood/video/7618269114892717334
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7617856144480013590,2026-03-16,"Det her SKAL du vide som lejer i København…                                            @Kira Marie Peter-Hansen og jeg fortæller om, hvilke rettigheder man har, når man bor til leje i København - og hvilken rettighed man også burde have😉 #bolig #dkpo",9244,301,2,16,50,https://www.tiktok.com/@sadekalamood/video/7617856144480013590
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7617517241323572502,2026-03-15,Ellers tak til en blå regering @Cecilie Flyger 😉 #dkpol #politik #studerende #danskfolkeparti #dkpolitik ,33400,3068,9,168,119,https://www.tiktok.com/@sadekalamood/video/7617517241323572502
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7617108931030093078,2026-03-14,Svaret er ikke bare “bygge noget mere”… #dkpol #studerende #bolig #politik #fyp ,21300,488,16,18,15,https://www.tiktok.com/@sadekalamood/video/7617108931030093078
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7616089406344187139,2026-03-11,DF og SF næsten enige her? #fyp #sjov #humor #dkpol #politik ,35000,3030,22,192,120,https://www.tiktok.com/@sadekalamood/video/7616089406344187139
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7615624951747579138,2026-03-10,"@Oldanddancing tager fejl. Selvom de truer med det, så kommer de stenrige virksomhedsejere ikke til at flytte fra et godt land som Danmark bare fordi, at de skal betale 0,5% i skat.  #fyp #dkpol #dkpolitik #politik #studerende ",31800,1530,57,44,72,https://www.tiktok.com/@sadekalamood/video/7615624951747579138
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7615168220676361494,2026-03-09,"Lyt til @Kira Marie Peter-Hansen og stem på en ung klimaøkonom, der vil kæmpe for unges rettigheder og for et fair boligmarked inde i Folketinget!💪🏼 #fyp #dkpol #politik #ung #copenhagen ",4901,183,5,14,9,https://www.tiktok.com/@sadekalamood/video/7615168220676361494
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7614521307446676758,2026-03-07,Ser jeg lidt større ud på mine valgplakater? #politik #dkpol #ung #copenhagen #fyp ,46900,2215,12,178,41,https://www.tiktok.com/@sadekalamood/video/7614521307446676758
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7613824056609000726,2026-03-05,"Alex V vil fjerne den SU, hans generation selv havde glæde af for fremtidens generationer 🙃 #studerende #dkpol #sjov #copenhagen #ung ",77300,5936,198,224,284,https://www.tiktok.com/@sadekalamood/video/7613824056609000726
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7612990986846735638,2026-03-03,For mine skattepenge…? #fyp #pov #sjov #dansktiktok #copenhagen,111100,12300,184,1782,571,https://www.tiktok.com/@sadekalamood/video/7612990986846735638
sadekalamood,Sadek Al-Amood,SF - Socialistisk Folkeparti,Københavns Storkreds,kandidat,7611924073093860630,2026-02-28,Vi kender alle typen…  #fyp #sjov #pov #dansktiktok #copenhagen ,67900,6294,96,1062,348,https://www.tiktok.com/@sadekalamood/video/7611924073093860630
