tiktok_handle,display_name,party_name,storkreds,account_type,video_id,upload_dato,beskrivelse,visninger,likes,kommentarer,shares,gemmer,video_url
barbarakrarup,Barbara Krarup Hansen,Radikale Venstre,Sydjyllands Storkreds,kandidat,7615624036692823318,2026-03-10,Folketingskandidat for Radikale Venstre ❌️🅱️💓,887,1,1,1,0,https://www.tiktok.com/@barbarakrarup/video/7615624036692823318
barbarakrarup,Barbara Krarup Hansen,Radikale Venstre,Sydjyllands Storkreds,kandidat,7572531151601028374,2025-11-14,#velfærdsdemokraterne #vorestønderkommune #dkpol #kv25 #fyp ,482,6,1,0,0,https://www.tiktok.com/@barbarakrarup/video/7572531151601028374
